question_number,category,question_length,is_numerical,used_rag,reason,tokens_generated,tool_calls
8.8.b,simple,14,False,False,"Simple question, direct generation",5,0
8.8.c,simple,12,False,False,"Simple question, direct generation",5,0
8.9.a,simple,11,True,False,"Simple question, direct generation",5,0
8.9.b,simple,18,True,False,"Simple question, direct generation",5,0
8.10.a,simple,10,True,False,"Simple question, direct generation",5,0
8.10.b,simple,14,True,False,"Simple question, direct generation",5,0
8.11.a,simple,16,True,False,"Simple question, direct generation",5,0
8.11.b,simple,16,True,False,"Simple question, direct generation",5,0
8.12.a,simple,18,False,False,"Simple question, direct generation",5,0
8.12.b,simple,14,True,False,"Simple question, direct generation",5,0
8.13,simple,11,True,False,"Simple question, direct generation",5,0
8.14.a,complex,20,False,True,"Complex question, RAG triggered",8,1
8.14.b,complex,20,False,True,"Complex question, RAG triggered",8,1
8.15.a,complex,30,True,True,"Complex question, RAG triggered",8,1
8.15.b,complex,31,True,True,"Complex question, RAG triggered",8,1
8.16.a,complex,22,True,True,"Complex question, RAG triggered",8,1
8.16.b,complex,22,True,True,"Complex question, RAG triggered",8,1
8.17,complex,28,True,True,"Complex question, RAG triggered",8,1
8.18,simple,18,True,False,"Simple question, direct generation",5,0
8.19.a,simple,18,False,False,"Simple question, direct generation",5,0
8.19.b,simple,18,False,False,"Simple question, direct generation",5,0
8.20,complex,22,True,True,"Complex question, RAG triggered",8,1
8.21,complex,32,False,True,"Complex question, RAG triggered",8,1
8.22.a,complex,29,False,True,"Complex question, RAG triggered",8,1
8.22.b,simple,16,True,False,"Simple question, direct generation",5,0
8.22.c,simple,8,True,False,"Simple question, direct generation",5,0
8.23.a,complex,24,False,True,"Complex question, RAG triggered",8,1
8.23.b,simple,15,False,False,"Simple question, direct generation",5,0
8.23.c,simple,12,True,False,"Simple question, direct generation",5,0
8.24,complex,24,True,True,"Complex question, RAG triggered",8,1
8.25.a,complex,23,True,True,"Complex question, RAG triggered",8,1
8.25.b,complex,21,True,True,"Complex question, RAG triggered",8,1
8.26.a,simple,16,True,False,"Simple question, direct generation",5,0
8.26.b,simple,8,True,False,"Simple question, direct generation",5,0
8.26.c,simple,10,True,False,"Simple question, direct generation",5,0
8.27,complex,24,True,True,"Complex question, RAG triggered",8,1
8.28,complex,25,True,True,"Complex question, RAG triggered",8,1
8.29,complex,26,True,True,"Complex question, RAG triggered",8,1
8.30.a,complex,21,True,True,"Complex question, RAG triggered",8,1
8.30.b,simple,11,True,False,"Simple question, direct generation",5,0
8.31.a,simple,15,True,False,"Simple question, direct generation",5,0
8.31.b,simple,12,True,False,"Simple question, direct generation",5,0
8.32.a,complex,27,True,True,"Complex question, RAG triggered",8,1
8.32.b,simple,16,False,False,"Simple question, direct generation",5,0
8.33.a,complex,23,True,True,"Complex question, RAG triggered",8,1
8.33.b,simple,12,False,False,"Simple question, direct generation",5,0
8.34.a,complex,31,True,True,"Complex question, RAG triggered",8,1
8.34.b,simple,9,False,False,"Simple question, direct generation",5,0
8.35,complex,26,False,True,"Complex question, RAG triggered",8,1
8.36,simple,14,False,False,"Simple question, direct generation",5,0
8.37.a,simple,10,True,False,"Simple question, direct generation",5,0
8.37.b,simple,6,True,False,"Simple question, direct generation",5,0
8.37.c,simple,6,True,False,"Simple question, direct generation",5,0
8.38.a,simple,6,True,False,"Simple question, direct generation",5,0
8.38.b,simple,6,True,False,"Simple question, direct generation",5,0
8.38.c,simple,6,True,False,"Simple question, direct generation",5,0
8.39.a,simple,13,True,False,"Simple question, direct generation",5,0
8.39.b,simple,13,True,False,"Simple question, direct generation",5,0
8.39.c,simple,15,True,False,"Simple question, direct generation",5,0
8.40.a,simple,13,True,False,"Simple question, direct generation",5,0
8.40.b,simple,13,True,False,"Simple question, direct generation",5,0
8.40.c,simple,15,True,False,"Simple question, direct generation",5,0
8.41.a,simple,18,True,False,"Simple question, direct generation",5,0
8.41.b,simple,14,True,False,"Simple question, direct generation",5,0
8.42,complex,21,False,True,"Complex question, RAG triggered",8,1
8.43,simple,12,False,False,"Simple question, direct generation",5,0
8.44.a,simple,6,True,False,"Simple question, direct generation",5,0
8.44.b,simple,6,False,False,"Simple question, direct generation",5,0
8.44.c,simple,6,True,False,"Simple question, direct generation",5,0
8.45.a,simple,8,True,False,"Simple question, direct generation",5,0
8.45.b,simple,8,True,False,"Simple question, direct generation",5,0
8.45.c,simple,10,True,False,"Simple question, direct generation",5,0
8.45.d,simple,8,True,False,"Simple question, direct generation",5,0
8.46.a,simple,10,True,False,"Simple question, direct generation",5,0
8.46.b,simple,4,True,False,"Simple question, direct generation",5,0
8.47.a,simple,15,True,False,"Simple question, direct generation",5,0
8.47.b,simple,15,True,False,"Simple question, direct generation",5,0
8.47.c,simple,15,True,False,"Simple question, direct generation",5,0
8.48,complex,23,False,True,"Complex question, RAG triggered",8,1
8.49,complex,21,False,True,"Complex question, RAG triggered",8,1
8.50,simple,17,False,False,"Simple question, direct generation",5,0
8.51.a,simple,11,True,False,"Simple question, direct generation",5,0
8.51.b,simple,13,True,False,"Simple question, direct generation",5,0
8.51.c,simple,13,True,False,"Simple question, direct generation",5,0
8.51.d,simple,13,True,False,"Simple question, direct generation",5,0
8.51.e,simple,13,True,False,"Simple question, direct generation",5,0
8.52,simple,12,True,False,"Simple question, direct generation",5,0
8.53,simple,15,True,False,"Simple question, direct generation",5,0
8.54,simple,10,False,False,"Simple question, direct generation",5,0
8.55,simple,9,False,False,"Simple question, direct generation",5,0
8.56,simple,16,False,False,"Simple question, direct generation",5,0
8.57,simple,11,False,False,"Simple question, direct generation",5,0
8.58,simple,12,True,False,"Simple question, direct generation",5,0
8.59,simple,14,True,False,"Simple question, direct generation",5,0
8.60,simple,10,True,False,"Simple question, direct generation",5,0
8.61.a,simple,13,True,False,"Simple question, direct generation",5,0
8.61.b,simple,13,True,False,"Simple question, direct generation",5,0
8.62,simple,18,True,False,"Simple question, direct generation",5,0
8.63,simple,14,False,False,"Simple question, direct generation",5,0
8.64,simple,17,True,False,"Simple question, direct generation",5,0
8.65,simple,6,False,False,"Simple question, direct generation",5,0
8.66,simple,7,True,False,"Simple question, direct generation",5,0
8.67.a,complex,28,True,True,"Complex question, RAG triggered",8,1
8.67.b,simple,18,True,False,"Simple question, direct generation",5,0
8.68,complex,22,False,True,"Complex question, RAG triggered",8,1
8.69.a,complex,26,True,True,"Complex question, RAG triggered",8,1
8.69.b,simple,10,False,False,"Simple question, direct generation",5,0
8.70.a,simple,18,True,False,"Simple question, direct generation",5,0
8.70.b,simple,16,False,False,"Simple question, direct generation",5,0
8.70.c.i,simple,11,False,False,"Simple question, direct generation",5,0
8.70.c.ii,simple,13,False,False,"Simple question, direct generation",5,0
8.70.c.iii,simple,5,False,False,"Simple question, direct generation",5,0
8.71,simple,11,True,False,"Simple question, direct generation",5,0
8.72,complex,22,True,True,"Complex question, RAG triggered",8,1
8.73,simple,13,True,False,"Simple question, direct generation",5,0
8.74,simple,18,True,False,"Simple question, direct generation",5,0
8.74.b,simple,12,True,False,"Simple question, direct generation",5,0
8.75,simple,19,False,False,"Simple question, direct generation",5,0
8.76.a,simple,11,False,False,"Simple question, direct generation",5,0
8.76.b,simple,17,False,False,"Simple question, direct generation",5,0
8.76.c,simple,7,False,False,"Simple question, direct generation",5,0
9.1,complex,65,True,True,"Complex question, RAG triggered",8,1
9.2,complex,41,False,True,"Complex question, RAG triggered",8,1
9.3,complex,38,False,True,"Complex question, RAG triggered",8,1
9.4.a,complex,33,False,True,"Complex question, RAG triggered",8,1
9.4.b,complex,30,True,True,"Complex question, RAG triggered",8,1
9.5.a,complex,35,False,True,"Complex question, RAG triggered",8,1
9.5.b,complex,21,True,True,"Complex question, RAG triggered",8,1
9.6,complex,25,True,True,"Complex question, RAG triggered",8,1
9.7,complex,25,True,True,"Complex question, RAG triggered",8,1
9.8,complex,29,True,True,"Complex question, RAG triggered",8,1
9.9,complex,35,False,True,"Complex question, RAG triggered",8,1
9.10,complex,37,False,True,"Complex question, RAG triggered",8,1
9.11,complex,31,False,True,"Complex question, RAG triggered",8,1
9.12,complex,33,False,True,"Complex question, RAG triggered",8,1
9.13,complex,26,False,True,"Complex question, RAG triggered",8,1
9.14,complex,28,False,True,"Complex question, RAG triggered",8,1
9.15,complex,20,False,True,"Complex question, RAG triggered",8,1
9.16,simple,19,False,False,"Simple question, direct generation",5,0
9.17,simple,19,False,False,"Simple question, direct generation",5,0
9.18,simple,16,False,False,"Simple question, direct generation",5,0
9.19,complex,32,False,True,"Complex question, RAG triggered",8,1
9.20,simple,19,False,False,"Simple question, direct generation",5,0
9.21,complex,51,False,True,"Complex question, RAG triggered",8,1
9.22,complex,40,False,True,"Complex question, RAG triggered",8,1
9.23,complex,24,False,True,"Complex question, RAG triggered",8,1
9.24,complex,37,False,True,"Complex question, RAG triggered",8,1
9.25,complex,22,False,True,"Complex question, RAG triggered",8,1
9.26,complex,32,False,True,"Complex question, RAG triggered",8,1
9.27.a,complex,22,False,True,"Complex question, RAG triggered",8,1
9.27.b,simple,17,False,False,"Simple question, direct generation",5,0
9.27.c,simple,18,False,False,"Simple question, direct generation",5,0
9.28,complex,25,False,True,"Complex question, RAG triggered",8,1
9.29,simple,16,False,False,"Simple question, direct generation",5,0
9.30.a,simple,8,False,False,"Simple question, direct generation",5,0
9.30.b,simple,12,True,False,"Simple question, direct generation",5,0
9.31.a,simple,15,False,False,"Simple question, direct generation",5,0
9.31.b,simple,15,False,False,"Simple question, direct generation",5,0
9.32,simple,11,False,False,"Simple question, direct generation",5,0
9.33,simple,17,False,False,"Simple question, direct generation",5,0
9.34,simple,10,False,False,"Simple question, direct generation",5,0
9.35,complex,31,False,True,"Complex question, RAG triggered",8,1
9.36,complex,35,False,True,"Complex question, RAG triggered",8,1
9.37,complex,29,False,True,"Complex question, RAG triggered",8,1
9.38,complex,34,False,True,"Complex question, RAG triggered",8,1
9.39,complex,34,False,True,"Complex question, RAG triggered",8,1
9.40,complex,25,False,True,"Complex question, RAG triggered",8,1
9.41,complex,47,False,True,"Complex question, RAG triggered",8,1
9.42,complex,34,False,True,"Complex question, RAG triggered",8,1
9.43,complex,41,False,True,"Complex question, RAG triggered",8,1
9.44,complex,24,False,True,"Complex question, RAG triggered",8,1
9.45,complex,21,False,True,"Complex question, RAG triggered",8,1
9.46,complex,33,False,True,"Complex question, RAG triggered",8,1
9.47,complex,20,False,True,"Complex question, RAG triggered",8,1
9.48.a,complex,39,False,True,"Complex question, RAG triggered",8,1
9.48.b,simple,9,False,False,"Simple question, direct generation",5,0
9.49,complex,21,False,True,"Complex question, RAG triggered",8,1
9.50,complex,38,False,True,"Complex question, RAG triggered",8,1
9.51,complex,27,False,True,"Complex question, RAG triggered",8,1
9.52,complex,21,False,True,"Complex question, RAG triggered",8,1
9.53.a,simple,18,False,False,"Simple question, direct generation",5,0
9.53.b,simple,17,True,False,"Simple question, direct generation",5,0
9.54,simple,19,False,False,"Simple question, direct generation",5,0
9.55.a,simple,16,False,False,"Simple question, direct generation",5,0
9.55.b,simple,19,False,False,"Simple question, direct generation",5,0
9.56.a,complex,21,False,True,"Complex question, RAG triggered",8,1
9.56.b,simple,9,True,False,"Simple question, direct generation",5,0
9.61,complex,32,True,True,"Complex question, RAG triggered",8,1
9.62,complex,27,True,True,"Complex question, RAG triggered",8,1
9.63,simple,19,True,False,"Simple question, direct generation",5,0
9.64,complex,21,True,True,"Complex question, RAG triggered",8,1
9.65,complex,27,False,True,"Complex question, RAG triggered",8,1
9.66,complex,32,False,True,"Complex question, RAG triggered",8,1
9.67,complex,29,False,True,"Complex question, RAG triggered",8,1
9.68,complex,28,False,True,"Complex question, RAG triggered",8,1
9.69,complex,33,False,True,"Complex question, RAG triggered",8,1
9.70,complex,40,False,True,"Complex question, RAG triggered",8,1
10.1,complex,26,False,True,"Complex question, RAG triggered",8,1
10.2,complex,26,False,True,"Complex question, RAG triggered",8,1
10.3,complex,23,False,True,"Complex question, RAG triggered",8,1
10.4,complex,39,False,True,"Complex question, RAG triggered",8,1
10.5,complex,27,False,True,"Complex question, RAG triggered",8,1
10.6,complex,38,False,True,"Complex question, RAG triggered",8,1
10.7,complex,30,False,True,"Complex question, RAG triggered",8,1
10.8,complex,34,False,True,"Complex question, RAG triggered",8,1
10.9,complex,31,False,True,"Complex question, RAG triggered",8,1
10.10,complex,28,False,True,"Complex question, RAG triggered",8,1
10.11,complex,28,False,True,"Complex question, RAG triggered",8,1
10.12,complex,35,False,True,"Complex question, RAG triggered",8,1
10.13,simple,19,False,False,"Simple question, direct generation",5,0
10.14,complex,41,False,True,"Complex question, RAG triggered",8,1
10.15,complex,36,False,True,"Complex question, RAG triggered",8,1
10.16,complex,24,False,True,"Complex question, RAG triggered",8,1
10.17,complex,30,False,True,"Complex question, RAG triggered",8,1
10.18,complex,24,False,True,"Complex question, RAG triggered",8,1
10.19,complex,27,True,True,"Complex question, RAG triggered",8,1
10.20,complex,25,True,True,"Complex question, RAG triggered",8,1
10.21,complex,29,True,True,"Complex question, RAG triggered",8,1
10.22,simple,19,True,False,"Simple question, direct generation",5,0
10.23,complex,24,False,True,"Complex question, RAG triggered",8,1
10.24,complex,32,True,True,"Complex question, RAG triggered",8,1
10.25,complex,22,True,True,"Complex question, RAG triggered",8,1
10.26,complex,24,False,True,"Complex question, RAG triggered",8,1
10.27,complex,30,True,True,"Complex question, RAG triggered",8,1
10.28,complex,30,True,True,"Complex question, RAG triggered",8,1
10.29,complex,24,False,True,"Complex question, RAG triggered",8,1
10.30,complex,26,True,True,"Complex question, RAG triggered",8,1
10.31,complex,33,False,True,"Complex question, RAG triggered",8,1
10.32,complex,33,True,True,"Complex question, RAG triggered",8,1
10.33,complex,32,False,True,"Complex question, RAG triggered",8,1
10.34,complex,32,False,True,"Complex question, RAG triggered",8,1
10.35,complex,27,False,True,"Complex question, RAG triggered",8,1
10.36,complex,34,False,True,"Complex question, RAG triggered",8,1
10.37,complex,28,False,True,"Complex question, RAG triggered",8,1
10.38,complex,31,False,True,"Complex question, RAG triggered",8,1
10.39,complex,25,False,True,"Complex question, RAG triggered",8,1
10.40,simple,16,False,False,"Simple question, direct generation",5,0
10.41,simple,19,False,False,"Simple question, direct generation",5,0
10.42,simple,19,False,False,"Simple question, direct generation",5,0
10.43,simple,14,False,False,"Simple question, direct generation",5,0
10.44,complex,21,False,True,"Complex question, RAG triggered",8,1
10.45,simple,17,False,False,"Simple question, direct generation",5,0
10.46,complex,22,False,True,"Complex question, RAG triggered",8,1
10.47,complex,20,True,True,"Complex question, RAG triggered",8,1
10.48,complex,21,True,True,"Complex question, RAG triggered",8,1
10.49,complex,28,True,True,"Complex question, RAG triggered",8,1
10.50,complex,24,True,True,"Complex question, RAG triggered",8,1
10.51,complex,28,True,True,"Complex question, RAG triggered",8,1
10.52,complex,37,True,True,"Complex question, RAG triggered",8,1
10.53,simple,16,False,False,"Simple question, direct generation",5,0
10.54,simple,15,False,False,"Simple question, direct generation",5,0
10.55,complex,20,True,True,"Complex question, RAG triggered",8,1
10.56,simple,19,True,False,"Simple question, direct generation",5,0
10.57,simple,19,False,False,"Simple question, direct generation",5,0
10.58,simple,18,True,False,"Simple question, direct generation",5,0
10.59,simple,17,True,False,"Simple question, direct generation",5,0
10.60,simple,16,True,False,"Simple question, direct generation",5,0
10.61,simple,16,True,False,"Simple question, direct generation",5,0
10.62,simple,18,True,False,"Simple question, direct generation",5,0
10.63,simple,15,True,False,"Simple question, direct generation",5,0
10.64,simple,18,True,False,"Simple question, direct generation",5,0
10.65,simple,12,True,False,"Simple question, direct generation",5,0
10.66,simple,11,False,False,"Simple question, direct generation",5,0
10.67,simple,16,False,False,"Simple question, direct generation",5,0
10.68,complex,20,False,True,"Complex question, RAG triggered",8,1
10.69,simple,16,True,False,"Simple question, direct generation",5,0
10.70,simple,19,False,False,"Simple question, direct generation",5,0
10.71,complex,21,False,True,"Complex question, RAG triggered",8,1
10.72a,simple,14,True,False,"Simple question, direct generation",5,0
10.72b,simple,18,True,False,"Simple question, direct generation",5,0
10.73,complex,23,True,True,"Complex question, RAG triggered",8,1
10.74,simple,19,True,False,"Simple question, direct generation",5,0
10.75,simple,19,True,False,"Simple question, direct generation",5,0
10.76,simple,17,True,False,"Simple question, direct generation",5,0
10.77,simple,14,True,False,"Simple question, direct generation",5,0
10.78,simple,16,True,False,"Simple question, direct generation",5,0
10.79,simple,15,False,False,"Simple question, direct generation",5,0
10.80,simple,16,False,False,"Simple question, direct generation",5,0
10.81,complex,20,False,True,"Complex question, RAG triggered",8,1
10.82,simple,16,False,False,"Simple question, direct generation",5,0
10.83,simple,18,False,False,"Simple question, direct generation",5,0
10.84,simple,16,False,False,"Simple question, direct generation",5,0
10.85,simple,16,False,False,"Simple question, direct generation",5,0
10.86,simple,13,False,False,"Simple question, direct generation",5,0
10.87,simple,16,False,False,"Simple question, direct generation",5,0
10.88,simple,17,False,False,"Simple question, direct generation",5,0
10.89,simple,15,False,False,"Simple question, direct generation",5,0
10.90,simple,17,False,False,"Simple question, direct generation",5,0
10.91,simple,15,False,False,"Simple question, direct generation",5,0
10.92,simple,14,False,False,"Simple question, direct generation",5,0
10.93,simple,16,False,False,"Simple question, direct generation",5,0
10.94,simple,16,False,False,"Simple question, direct generation",5,0
10.95,simple,12,False,False,"Simple question, direct generation",5,0
10.96,simple,15,False,False,"Simple question, direct generation",5,0
10.97a,simple,17,False,False,"Simple question, direct generation",5,0
10.97b,simple,15,False,False,"Simple question, direct generation",5,0
10.97c,simple,16,False,False,"Simple question, direct generation",5,0
10.97d,simple,14,False,False,"Simple question, direct generation",5,0
10.97e,simple,11,False,False,"Simple question, direct generation",5,0
10.97f,simple,15,False,False,"Simple question, direct generation",5,0
10.98,complex,27,False,True,"Complex question, RAG triggered",8,1
10.99,complex,21,True,True,"Complex question, RAG triggered",8,1
10.100,complex,22,False,True,"Complex question, RAG triggered",8,1
10.101,complex,26,False,True,"Complex question, RAG triggered",8,1
10.102a,simple,16,False,False,"Simple question, direct generation",5,0
10.102b,simple,15,False,False,"Simple question, direct generation",5,0
10.102c,simple,14,False,False,"Simple question, direct generation",5,0
10.102d,simple,16,False,False,"Simple question, direct generation",5,0
10.102e,simple,13,False,False,"Simple question, direct generation",5,0
10.103,complex,24,False,True,"Complex question, RAG triggered",8,1
10.104,complex,21,False,True,"Complex question, RAG triggered",8,1
10.105,complex,20,False,True,"Complex question, RAG triggered",8,1
10.106,complex,22,False,True,"Complex question, RAG triggered",8,1
10.107,complex,25,False,True,"Complex question, RAG triggered",8,1
10.108,complex,24,False,True,"Complex question, RAG triggered",8,1
10.109,complex,21,False,True,"Complex question, RAG triggered",8,1
10.110,complex,25,False,True,"Complex question, RAG triggered",8,1
10.111,complex,20,True,True,"Complex question, RAG triggered",8,1
12.1,simple,17,False,False,"Simple question, direct generation",5,0
12.2,simple,16,False,False,"Simple question, direct generation",5,0
12.3.a,complex,20,False,True,"Complex question, RAG triggered",8,1
12.3.b,simple,17,True,False,"Simple question, direct generation",5,0
12.4.a,simple,19,False,False,"Simple question, direct generation",5,0
12.4.b,simple,17,True,False,"Simple question, direct generation",5,0
12.5.a,complex,22,False,True,"Complex question, RAG triggered",8,1
12.5.b,simple,19,True,False,"Simple question, direct generation",5,0
12.6.a,simple,14,False,False,"Simple question, direct generation",5,0
12.6.b,simple,10,True,False,"Simple question, direct generation",5,0
12.7,simple,15,False,False,"Simple question, direct generation",5,0
12.8.a,simple,12,False,False,"Simple question, direct generation",5,0
12.8.b,simple,11,False,False,"Simple question, direct generation",5,0
12.9.a,simple,15,False,False,"Simple question, direct generation",5,0
12.9.b,simple,12,False,False,"Simple question, direct generation",5,0
12.10.a,simple,9,False,False,"Simple question, direct generation",5,0
12.10.b,simple,11,True,False,"Simple question, direct generation",5,0
12.11,simple,17,False,False,"Simple question, direct generation",5,0
12.12,simple,15,False,False,"Simple question, direct generation",5,0
12.13.a,simple,14,False,False,"Simple question, direct generation",5,0
12.13.b,simple,11,True,False,"Simple question, direct generation",5,0
12.14,simple,14,False,False,"Simple question, direct generation",5,0
12.15,simple,13,False,False,"Simple question, direct generation",5,0
12.16.a,simple,17,False,False,"Simple question, direct generation",5,0
12.16.b,simple,13,True,False,"Simple question, direct generation",5,0
12.17,simple,10,True,False,"Simple question, direct generation",5,0
12.18,simple,10,True,False,"Simple question, direct generation",5,0
12.19,simple,10,True,False,"Simple question, direct generation",5,0
12.20,simple,15,False,False,"Simple question, direct generation",5,0
12.21.a,simple,14,True,False,"Simple question, direct generation",5,0
12.21.b,simple,14,False,False,"Simple question, direct generation",5,0
12.22,simple,19,False,False,"Simple question, direct generation",5,0
12.23,simple,19,False,False,"Simple question, direct generation",5,0
12.24,simple,16,False,False,"Simple question, direct generation",5,0
12.25,complex,26,False,True,"Complex question, RAG triggered",8,1
12.26,simple,16,False,False,"Simple question, direct generation",5,0
12.27,complex,29,False,True,"Complex question, RAG triggered",8,1
12.28.a,simple,18,True,False,"Simple question, direct generation",5,0
12.28.b,complex,28,True,True,"Complex question, RAG triggered",8,1
12.29.a,simple,18,False,False,"Simple question, direct generation",5,0
12.29.b,simple,18,False,False,"Simple question, direct generation",5,0
12.29.c,simple,12,False,False,"Simple question, direct generation",5,0
12.30.a,simple,13,True,False,"Simple question, direct generation",5,0
12.30.b,complex,24,True,True,"Complex question, RAG triggered",8,1
12.31,simple,7,False,False,"Simple question, direct generation",5,0
12.32,simple,13,False,False,"Simple question, direct generation",5,0
12.33,simple,13,False,False,"Simple question, direct generation",5,0
12.34,simple,13,False,False,"Simple question, direct generation",5,0
12.35,simple,6,False,False,"Simple question, direct generation",5,0
12.36.a,simple,14,False,False,"Simple question, direct generation",5,0
12.36.b,simple,11,False,False,"Simple question, direct generation",5,0
12.37,complex,21,False,True,"Complex question, RAG triggered",8,1
12.38,complex,20,False,True,"Complex question, RAG triggered",8,1
12.39,complex,23,False,True,"Complex question, RAG triggered",8,1
12.40,complex,22,False,True,"Complex question, RAG triggered",8,1
12.41,simple,18,False,False,"Simple question, direct generation",5,0
12.42.a,simple,16,False,False,"Simple question, direct generation",5,0
12.42.b,simple,12,False,False,"Simple question, direct generation",5,0
12.43,complex,22,False,True,"Complex question, RAG triggered",8,1
12.44,simple,12,False,False,"Simple question, direct generation",5,0
12.45.a,simple,17,False,False,"Simple question, direct generation",5,0
12.45.b,simple,15,False,False,"Simple question, direct generation",5,0
12.45.c,simple,11,False,False,"Simple question, direct generation",5,0
12.46.a,simple,17,False,False,"Simple question, direct generation",5,0
12.46.b,simple,12,False,False,"Simple question, direct generation",5,0
12.47.a,simple,15,False,False,"Simple question, direct generation",5,0
12.47.b,simple,12,True,False,"Simple question, direct generation",5,0
12.47.c,simple,16,False,False,"Simple question, direct generation",5,0
12.48.a,simple,17,False,False,"Simple question, direct generation",5,0
12.48.b,simple,12,False,False,"Simple question, direct generation",5,0
12.48.c,simple,12,False,False,"Simple question, direct generation",5,0
12.49,simple,14,False,False,"Simple question, direct generation",5,0
12.50.a,simple,12,False,False,"Simple question, direct generation",5,0
12.50.b,simple,13,False,False,"Simple question, direct generation",5,0
12.50.c,complex,20,False,True,"Complex question, RAG triggered",8,1
12.51.a,simple,12,False,False,"Simple question, direct generation",5,0
12.51.b,simple,12,False,False,"Simple question, direct generation",5,0
12.51.c,simple,10,False,False,"Simple question, direct generation",5,0
12.52,simple,13,False,False,"Simple question, direct generation",5,0
12.53,simple,14,False,False,"Simple question, direct generation",5,0
12.54.a,simple,16,False,False,"Simple question, direct generation",5,0
12.54.b,simple,10,False,False,"Simple question, direct generation",5,0
12.54.c,simple,11,False,False,"Simple question, direct generation",5,0
12.55.a,simple,15,False,False,"Simple question, direct generation",5,0
12.55.b,simple,12,False,False,"Simple question, direct generation",5,0
12.56.a,simple,11,False,False,"Simple question, direct generation",5,0
12.56.b,simple,12,False,False,"Simple question, direct generation",5,0
12.57.a,simple,11,False,False,"Simple question, direct generation",5,0
12.57.b,simple,17,False,False,"Simple question, direct generation",5,0
12.57.c,simple,13,False,False,"Simple question, direct generation",5,0
12.57.d,simple,12,False,False,"Simple question, direct generation",5,0
12.58,simple,14,False,False,"Simple question, direct generation",5,0
12.59.a,simple,13,False,False,"Simple question, direct generation",5,0
12.59.b,simple,17,False,False,"Simple question, direct generation",5,0
12.60.a,simple,12,False,False,"Simple question, direct generation",5,0
12.60.b,simple,10,False,False,"Simple question, direct generation",5,0
12.60.c,simple,8,True,False,"Simple question, direct generation",5,0
12.61.a,simple,11,False,False,"Simple question, direct generation",5,0
12.61.b,simple,13,True,False,"Simple question, direct generation",5,0
12.62.a,simple,14,False,False,"Simple question, direct generation",5,0
12.62.b,simple,15,False,False,"Simple question, direct generation",5,0
12.62.c,simple,14,False,False,"Simple question, direct generation",5,0
12.63,simple,16,False,False,"Simple question, direct generation",5,0
12.64.a,simple,17,False,False,"Simple question, direct generation",5,0
12.64.b,simple,12,False,False,"Simple question, direct generation",5,0
12.65.a,simple,12,False,False,"Simple question, direct generation",5,0
12.65.b,simple,10,False,False,"Simple question, direct generation",5,0
12.65.c,simple,9,False,False,"Simple question, direct generation",5,0
12.66.a,simple,12,False,False,"Simple question, direct generation",5,0
12.66.b,simple,15,False,False,"Simple question, direct generation",5,0
12.67.a,simple,13,False,False,"Simple question, direct generation",5,0
12.67.b,simple,11,False,False,"Simple question, direct generation",5,0
12.67.c,simple,17,False,False,"Simple question, direct generation",5,0
12.68,simple,15,False,False,"Simple question, direct generation",5,0
12.69.a,simple,9,False,False,"Simple question, direct generation",5,0
12.69.b,simple,12,False,False,"Simple question, direct generation",5,0
12.69.c,simple,10,False,False,"Simple question, direct generation",5,0
12.70.a,simple,18,False,False,"Simple question, direct generation",5,0
12.70.b,simple,12,False,False,"Simple question, direct generation",5,0
12.71,simple,10,False,False,"Simple question, direct generation",5,0
13.1,complex,50,False,True,"Complex question, RAG triggered",8,1
13.2,complex,49,False,True,"Complex question, RAG triggered",8,1
13.3,complex,37,False,True,"Complex question, RAG triggered",8,1
13.4,complex,32,False,True,"Complex question, RAG triggered",8,1
13.5,complex,32,False,True,"Complex question, RAG triggered",8,1
13.6,complex,28,False,True,"Complex question, RAG triggered",8,1
13.7,complex,34,False,True,"Complex question, RAG triggered",8,1
13.8,complex,21,False,True,"Complex question, RAG triggered",8,1
13.9,complex,21,False,True,"Complex question, RAG triggered",8,1
13.10,complex,21,False,True,"Complex question, RAG triggered",8,1
13.11,complex,22,False,True,"Complex question, RAG triggered",8,1
13.12a,simple,15,False,False,"Simple question, direct generation",5,0
13.12b,simple,14,False,False,"Simple question, direct generation",5,0
13.12c,simple,12,False,False,"Simple question, direct generation",5,0
13.13a,complex,20,False,True,"Complex question, RAG triggered",8,1
13.13b,complex,21,False,True,"Complex question, RAG triggered",8,1
13.14a,complex,21,False,True,"Complex question, RAG triggered",8,1
13.14b,simple,14,False,False,"Simple question, direct generation",5,0
13.15,simple,17,False,False,"Simple question, direct generation",5,0
13.16a,complex,22,False,True,"Complex question, RAG triggered",8,1
13.16b,simple,10,False,False,"Simple question, direct generation",5,0
13.16c,simple,12,False,False,"Simple question, direct generation",5,0
13.17a,simple,16,False,False,"Simple question, direct generation",5,0
13.17b,simple,13,False,False,"Simple question, direct generation",5,0
13.18,complex,31,False,True,"Complex question, RAG triggered",8,1
13.19,complex,21,False,True,"Complex question, RAG triggered",8,1
13.20,complex,20,False,True,"Complex question, RAG triggered",8,1
13.21,simple,12,False,False,"Simple question, direct generation",5,0
13.22,simple,13,False,False,"Simple question, direct generation",5,0
13.23,complex,28,False,True,"Complex question, RAG triggered",8,1
13.24a,complex,24,False,True,"Complex question, RAG triggered",8,1
13.24b,complex,23,False,True,"Complex question, RAG triggered",8,1
13.25,complex,28,False,True,"Complex question, RAG triggered",8,1
